Customer_ID,Age,Gender,Loyalty_Member,Product_Type,SKU,Rating,Order_Status,Payment_Method,Total_Price,Unit_Price,Quantity,Purchase_Date,Shipping_Type,Add_ons_Purchased,Month
1024,49,Female,No,Smartphone,SKU1004,2,Completed,Cash,1582.38,791.19,2,Overnight,"Extended Warranty,Impulse Item",51.93,Jul
1025,77,Male,No,Laptop,SKU1005,3,Completed,Debit Card,2783.76,463.96,6,Overnight,,0,Jan
1025,77,Male,No,Smartphone,SKU1001,5,Completed,Cash,83,20.75,4,Express,"Extended Warranty,Extended Warranty",77.78,Aug
1027,22,Male,No,Smartphone,SKU1004,2,Completed,Paypal,4747.14,791.19,6,Overnight,,0,Nov
1028,79,Female,No,Smartwatch,SKU1003,3,Completed,Debit Card,6758.64,844.83,8,Overnight,,0,Nov
1030,69,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,4224.15,844.83,5,Express,"Accessory,Impulse Item,Accessory",46.03,Feb
1031,20,Female,No,Smartwatch,SKU1003,3,Completed,Debit Card,5913.81,844.83,7,Express,,0,Jan
1031,20,Female,No,Smartphone,SKU1001,5,Completed,Debit Card,103.75,20.75,5,Overnight,"Accessory,Accessory",17.79,Sep
1033,54,Female,No,Tablet,SKU1002,3,Completed,Debit Card,988.12,247.03,4,Overnight,,0,Nov
1033,54,Female,No,Smartphone,SKU1004,2,Completed,Debit Card,3164.76,791.19,4,Standard,"Accessory,Accessory",49.24,Jan
1035,32,Female,No,Smartphone,SKU1001,5,Completed,Cash,186.75,20.75,9,Standard,,0,Sep
1035,32,Female,Yes,Smartphone,SKU1001,5,Completed,Cash,62.25,20.75,3,Standard,"Accessory,Accessory",33.56,Mar
1036,60,Male,Yes,Smartphone,SKU1004,2,Cancelled,Debit Card,3955.95,791.19,5,Standard,"Extended Warranty,Impulse Item",56.62,Oct
1036,60,Male,Yes,Smartphone,SKU1004,2,Cancelled,Paypal,791.19,791.19,1,Express,,0,Jan
1038,56,Female,No,Smartwatch,SKU1003,3,Completed,Paypal,4224.15,844.83,5,Overnight,Extended Warranty,10,Jul
1038,56,Female,Yes,Smartwatch,SKU1003,3,Completed,Cash,5068.98,844.83,6,Standard,,0,Jul
1038,56,Female,No,Smartphone,SKU1001,5,Completed,Debit Card,145.25,20.75,7,Express,"Accessory,Extended Warranty",47.94,Aug
1038,56,Female,No,Smartphone,SKU1004,2,Completed,Debit Card,5538.33,791.19,7,Overnight,"Extended Warranty,Accessory",26.01,Sep
1039,53,Female,No,Tablet,SKU1002,3,Completed,Credit Card,1729.21,247.03,7,Standard,,0,Aug
1040,45,Female,Yes,Smartphone,SKU1004,2,Completed,Credit Card,6329.52,791.19,8,Standard,"Accessory,Extended Warranty,Extended Warranty",92.79,Oct
1042,65,Female,No,Smartphone,SKU1001,5,Cancelled,Credit Card,145.25,20.75,7,Overnight,"Impulse Item,Impulse Item",53.02,Jun
1042,65,Female,No,Smartwatch,SKU1003,3,Completed,Cash,5913.81,844.83,7,Overnight,"Impulse Item,Accessory,Extended Warranty",111.25,Jul
1043,76,Male,No,Smartphone,SKU1001,5,Completed,Debit Card,207.5,20.75,10,Overnight,,0,Mar
1047,73,Male,No,Tablet,SKU1002,3,Completed,Debit Card,2470.3,247.03,10,Express,"Accessory,Impulse Item",63.23,Dec
1048,67,Female,No,Tablet,SKU1002,3,Cancelled,Debit Card,2470.3,247.03,10,Express,,0,Oct
1049,50,Female,No,Smartphone,SKU1001,5,Completed,Paypal,145.25,20.75,7,Standard,"Accessory,Impulse Item,Accessory",86.36,Jun
1052,72,Male,No,Smartwatch,SKU1003,3,Cancelled,Cash,5068.98,844.83,6,Standard,Accessory,45.46,Aug
1053,79,Female,No,Laptop,SKU1005,3,Completed,Debit Card,4175.64,463.96,9,Standard,"Impulse Item,Impulse Item,Accessory",88.3,Dec
1054,30,Female,Yes,Smartphone,SKU1001,5,Completed,Paypal,62.25,20.75,3,Standard,"Impulse Item,Extended Warranty,Impulse Item",79.9,May
1056,24,Female,No,Laptop,SKU1005,3,Completed,Credit Card,1855.84,463.96,4,Overnight,"Accessory,Extended Warranty",41.24,Apr
1057,71,Female,No,Smartwatch,SKU1003,3,Cancelled,Paypal,7603.47,844.83,9,Express,,0,Oct
1057,71,Female,No,Tablet,SKU1002,3,Cancelled,Debit Card,1482.18,247.03,6,Express,"Extended Warranty,Accessory,Impulse Item",116.77,Mar
1058,21,Female,No,Smartphone,SKU1001,5,Completed,Paypal,166,20.75,8,Overnight,"Impulse Item,Accessory,Accessory",92.57,Jun
1058,21,Female,No,Smartphone,SKU1004,2,Cancelled,Credit Card,3955.95,791.19,5,Express,,0,Jul
1059,37,Male,No,Laptop,SKU1005,3,Completed,Paypal,3247.72,463.96,7,Overnight,"Extended Warranty,Extended Warranty",66.17,Feb
1059,37,Male,No,Laptop,SKU1005,3,Completed,Debit Card,463.96,463.96,1,Express,Extended Warranty,5.52,Jun
1060,72,Male,Yes,Laptop,SKU1005,3,Completed,Credit Card,1855.84,463.96,4,Standard,"Accessory,Impulse Item,Extended Warranty",52.01,Sep
1060,72,Male,Yes,Tablet,SKU1002,3,Completed,Paypal,1482.18,247.03,6,Overnight,Impulse Item,31.89,Dec
1060,72,Male,No,Smartphone,SKU1004,2,Completed,Paypal,1582.38,791.19,2,Overnight,Impulse Item,49.59,Jan
1061,56,Male,Yes,Tablet,SKU1002,3,Completed,Cash,1976.24,247.03,8,Standard,Impulse Item,14.49,Oct
1061,56,Male,No,Laptop,SKU1005,3,Completed,Paypal,463.96,463.96,1,Express,"Impulse Item,Accessory",83.41,May
1062,62,Male,No,Smartphone,SKU1004,2,Completed,Debit Card,6329.52,791.19,8,Standard,"Impulse Item,Extended Warranty",26.24,Mar
1063,64,Male,Yes,Laptop,SKU1005,3,Completed,Paypal,1855.84,463.96,4,Standard,,0,Apr
1063,64,Male,No,Smartphone,SKU1004,2,Cancelled,Credit Card,2373.57,791.19,3,Express,Extended Warranty,6.47,Jul
1066,44,Female,No,Smartphone,SKU1004,2,Cancelled,Paypal,2373.57,791.19,3,Standard,"Accessory,Extended Warranty,Impulse Item",43.16,Feb
1066,44,Female,No,Smartphone,SKU1004,2,Completed,Credit Card,2373.57,791.19,3,Overnight,"Extended Warranty,Impulse Item",40.68,Jul
1067,49,Male,No,Tablet,SKU1002,3,Cancelled,Paypal,1729.21,247.03,7,Standard,,0,Oct
1067,49,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,1689.66,844.83,2,Standard,"Impulse Item,Accessory,Impulse Item",81.55,Dec
1069,27,Male,No,Smartphone,SKU1001,5,Completed,Cash,145.25,20.75,7,Standard,"Accessory,Extended Warranty",96.61,May
1070,30,Male,No,Smartphone,SKU1001,5,Cancelled,Paypal,62.25,20.75,3,Standard,Extended Warranty,6.3,Nov
1071,54,Female,No,Smartwatch,SKU1003,3,Completed,Debit Card,7603.47,844.83,9,Overnight,,0,Jun
1073,46,Female,No,Tablet,SKU1002,3,Completed,Cash,2223.27,247.03,9,Standard,Accessory,8.66,Jul
1073,46,Female,Yes,Tablet,SKU1002,3,Completed,Credit Card,1976.24,247.03,8,Express,Extended Warranty,46.38,Sep
1074,58,Male,No,Smartwatch,SKU1003,3,Completed,Cash,7603.47,844.83,9,Standard,"Accessory,Impulse Item",58.95,Nov
1077,26,Male,No,Smartphone,SKU1004,2,Completed,Cash,2373.57,791.19,3,Express,Extended Warranty,12.28,Dec
1077,26,Male,No,Tablet,SKU1002,3,Completed,Cash,1482.18,247.03,6,Overnight,"Impulse Item,Accessory",12.86,May
1079,64,Male,No,Smartphone,SKU1001,5,Completed,Paypal,41.5,20.75,2,Standard,Impulse Item,25.61,Oct
1079,64,Male,Yes,Smartphone,SKU1004,2,Completed,Paypal,3164.76,791.19,4,Overnight,Impulse Item,8.16,Sep
1079,64,Male,No,Smartphone,SKU1004,2,Completed,Debit Card,2373.57,791.19,3,Overnight,"Extended Warranty,Accessory,Extended Warranty",101.06,Sep
1080,55,Female,No,Smartphone,SKU1004,2,Cancelled,Paypal,3164.76,791.19,4,Standard,,0,Jan
1080,55,Female,No,Tablet,SKU1002,3,Completed,Credit Card,247.03,247.03,1,Express,Impulse Item,16.65,Aug
1083,24,Male,No,Smartwatch,SKU1003,3,Completed,Credit Card,3379.32,844.83,4,Overnight,,0,Jul
1085,74,Male,No,Smartphone,SKU1001,5,Completed,Cash,20.75,20.75,1,Express,"Impulse Item,Impulse Item,Extended Warranty",91.36,Oct
1085,74,Male,No,Tablet,SKU1002,3,Completed,Cash,741.09,247.03,3,Overnight,Extended Warranty,10.04,May
1086,76,Male,No,Smartphone,SKU1001,5,Completed,Paypal,166,20.75,8,Overnight,Accessory,25.72,Jul
1089,45,Male,No,Smartphone,SKU1004,2,Completed,Debit Card,3955.95,791.19,5,Express,,0,Aug
1090,31,Male,No,Tablet,SKU1002,3,Cancelled,Debit Card,741.09,247.03,3,Express,Extended Warranty,22.88,May
1091,22,Male,Yes,Smartwatch,SKU1003,3,Cancelled,Credit Card,1689.66,844.83,2,Express,"Impulse Item,Extended Warranty",14.52,Mar
1093,56,Female,No,Smartphone,SKU1004,2,Completed,Credit Card,7120.71,791.19,9,Express,Impulse Item,29.11,Apr
1094,65,Male,No,Smartphone,SKU1001,5,Completed,Debit Card,20.75,20.75,1,Overnight,,0,May
1096,20,Female,Yes,Smartphone,SKU1001,5,Completed,Paypal,41.5,20.75,2,Standard,Accessory,27.89,Dec
1096,20,Female,No,Laptop,SKU1005,3,Completed,Cash,4639.6,463.96,10,Overnight,"Extended Warranty,Extended Warranty",85.32,May
1097,19,Male,No,Tablet,SKU1002,3,Completed,Paypal,988.12,247.03,4,Express,"Accessory,Accessory",51.12,Mar
1099,68,Female,No,Smartphone,SKU1004,2,Cancelled,Credit Card,1582.38,791.19,2,Standard,"Impulse Item,Extended Warranty,Impulse Item",100.12,Oct
1099,68,Female,No,Laptop,SKU1005,3,Cancelled,Paypal,1391.88,463.96,3,Overnight,,0,May
1100,63,Female,Yes,Tablet,SKU1002,3,Completed,Credit Card,741.09,247.03,3,Express,Extended Warranty,35.79,Feb
1100,63,Female,Yes,Smartwatch,SKU1003,3,Completed,Credit Card,3379.32,844.83,4,Overnight,"Impulse Item,Impulse Item,Extended Warranty",48.78,May
1101,33,Female,Yes,Smartphone,SKU1001,5,Completed,Cash,207.5,20.75,10,Standard,"Accessory,Accessory",88.38,Oct
1101,33,Female,No,Smartphone,SKU1004,2,Cancelled,Credit Card,791.19,791.19,1,Overnight,Impulse Item,32.35,Oct
1101,33,Female,No,Smartphone,SKU1001,5,Completed,Cash,41.5,20.75,2,Overnight,"Impulse Item,Extended Warranty,Impulse Item",125.35,May
1101,33,Female,No,Smartphone,SKU1001,5,Completed,Paypal,62.25,20.75,3,Express,"Impulse Item,Accessory",77.61,Jul
1102,55,Male,No,Smartphone,SKU1001,5,Cancelled,Paypal,166,20.75,8,Express,,0,Aug
1105,42,Female,No,Tablet,SKU1002,3,Completed,Debit Card,1482.18,247.03,6,Overnight,"Impulse Item,Accessory,Extended Warranty",102,Sep
1109,37,Female,No,Laptop,SKU1005,3,Cancelled,Debit Card,1855.84,463.96,4,Overnight,"Accessory,Impulse Item,Accessory",104.93,Mar
1109,37,Female,Yes,Smartphone,SKU1001,5,Completed,Debit Card,186.75,20.75,9,Overnight,Accessory,42.66,Jul
1110,76,Male,No,Smartphone,SKU1001,5,Completed,Credit Card,207.5,20.75,10,Express,,0,Jul
1112,58,Female,No,Tablet,SKU1002,3,Completed,Paypal,2223.27,247.03,9,Overnight,"Accessory,Accessory",63.79,Feb
1112,58,Female,No,Tablet,SKU1002,3,Completed,Paypal,2223.27,247.03,9,Express,"Extended Warranty,Extended Warranty",48.57,Jun
1114,25,Female,No,Smartphone,SKU1004,2,Completed,Paypal,4747.14,791.19,6,Overnight,"Impulse Item,Extended Warranty,Extended Warranty",71.97,Jan
1115,31,Female,No,Smartphone,SKU1004,2,Cancelled,Cash,791.19,791.19,1,Overnight,"Impulse Item,Accessory",53.95,Dec
1115,31,Female,Yes,Smartwatch,SKU1003,3,Completed,Paypal,844.83,844.83,1,Overnight,,0,Jun
1115,31,Female,No,Tablet,SKU1002,3,Completed,Debit Card,247.03,247.03,1,Standard,,0,Sep
1116,55,Female,No,Laptop,SKU1005,3,Cancelled,Paypal,4175.64,463.96,9,Overnight,Extended Warranty,15.85,Jan
1116,55,Female,No,Laptop,SKU1005,3,Completed,Cash,4175.64,463.96,9,Express,,0,May
1117,34,Female,No,Smartwatch,SKU1003,3,Completed,Debit Card,1689.66,844.83,2,Overnight,"Impulse Item,Accessory",48.25,Mar
1119,24,Male,No,Tablet,SKU1002,3,Completed,Credit Card,1482.18,247.03,6,Standard,"Accessory,Impulse Item",65.34,Jan
1120,40,Female,Yes,Smartphone,SKU1001,5,Completed,Debit Card,186.75,20.75,9,Express,Extended Warranty,48.52,Dec
1120,40,Female,No,Smartphone,SKU1001,5,Cancelled,Credit Card,103.75,20.75,5,Express,,0,Feb
1122,69,Male,Yes,Smartphone,SKU1004,2,Cancelled,Paypal,5538.33,791.19,7,Express,,0,Sep
1123,79,Male,Yes,Smartwatch,SKU1003,3,Cancelled,Credit Card,6758.64,844.83,8,Overnight,"Extended Warranty,Accessory",54.15,Apr
1123,79,Male,Yes,Smartphone,SKU1004,2,Completed,Debit Card,791.19,791.19,1,Standard,Accessory,5.86,Aug
1124,24,Female,No,Laptop,SKU1005,3,Completed,Credit Card,1855.84,463.96,4,Overnight,,0,Feb
1124,24,Female,Yes,Laptop,SKU1005,3,Completed,Debit Card,3711.68,463.96,8,Standard,"Extended Warranty,Accessory,Extended Warranty",85.04,Feb
1124,24,Female,No,Smartphone,SKU1004,2,Completed,Paypal,3164.76,791.19,4,Overnight,"Impulse Item,Extended Warranty,Impulse Item",104.82,Sep
1125,46,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,5913.81,844.83,7,Express,,0,Jan
1125,46,Male,No,Laptop,SKU1005,3,Completed,Cash,3711.68,463.96,8,Standard,"Impulse Item,Impulse Item,Accessory",67.21,Aug
1127,80,Male,No,Smartwatch,SKU1003,3,Completed,Paypal,6758.64,844.83,8,Express,"Impulse Item,Impulse Item",65.02,Dec
1127,80,Male,No,Smartphone,SKU1001,5,Cancelled,Paypal,166,20.75,8,Express,"Extended Warranty,Accessory,Accessory",63.03,Mar
1129,36,Female,Yes,Smartphone,SKU1001,5,Cancelled,Cash,20.75,20.75,1,Overnight,,0,Dec
1130,75,Female,Yes,Smartphone,SKU1004,2,Completed,Debit Card,4747.14,791.19,6,Express,"Impulse Item,Extended Warranty",46.92,Nov
1132,18,Female,Yes,Smartphone,SKU1001,5,Completed,Cash,124.5,20.75,6,Standard,"Extended Warranty,Extended Warranty",48.93,May
1133,25,Male,No,Laptop,SKU1005,3,Completed,Cash,1391.88,463.96,3,Express,Accessory,39.14,Mar
1133,25,Male,Yes,Smartwatch,SKU1003,3,Completed,Debit Card,6758.64,844.83,8,Standard,"Extended Warranty,Extended Warranty,Impulse Item",81.34,Jul
1134,23,Male,Yes,Smartphone,SKU1004,2,Completed,Paypal,6329.52,791.19,8,Express,"Extended Warranty,Impulse Item",68.66,Dec
1134,23,Male,No,Laptop,SKU1005,3,Completed,Debit Card,927.92,463.96,2,Overnight,"Impulse Item,Extended Warranty",43.76,Dec
1134,23,Male,No,Laptop,SKU1005,3,Cancelled,Debit Card,3711.68,463.96,8,Express,"Extended Warranty,Extended Warranty,Extended Warranty",102.64,Jun
1134,23,Male,No,Smartphone,SKU1004,2,Completed,Paypal,7120.71,791.19,9,Standard,,0,Jul
1136,20,Female,No,Smartwatch,SKU1003,3,Completed,Credit Card,844.83,844.83,1,Overnight,Accessory,41.06,Dec
1139,56,Female,No,Smartphone,SKU1004,2,Cancelled,Debit Card,6329.52,791.19,8,Overnight,"Extended Warranty,Extended Warranty,Accessory",46.71,Sep
1141,61,Male,No,Smartphone,SKU1001,5,Completed,Paypal,20.75,20.75,1,Express,Extended Warranty,11.92,Dec
1141,61,Male,No,Laptop,SKU1005,3,Completed,Credit Card,1391.88,463.96,3,Standard,Impulse Item,42.12,Dec
1141,61,Male,No,Laptop,SKU1005,3,Completed,Debit Card,3711.68,463.96,8,Standard,"Impulse Item,Extended Warranty",60.23,Apr
1142,63,Female,No,Laptop,SKU1005,3,Completed,Cash,4175.64,463.96,9,Standard,Accessory,33.15,Oct
1143,27,Female,No,Smartwatch,SKU1003,3,Completed,Cash,3379.32,844.83,4,Express,,0,Dec
1144,42,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,844.83,844.83,1,Overnight,"Extended Warranty,Accessory",89.92,Feb
1145,75,Female,No,Smartphone,SKU1001,5,Completed,Cash,83,20.75,4,Overnight,Extended Warranty,16.42,Jan
1145,75,Female,No,Smartphone,SKU1001,5,Completed,Paypal,62.25,20.75,3,Express,Extended Warranty,23.28,May
1145,75,Female,No,Smartwatch,SKU1003,3,Cancelled,Debit Card,5068.98,844.83,6,Express,Extended Warranty,12,Sep
1147,24,Male,Yes,Smartwatch,SKU1003,3,Completed,Cash,8448.3,844.83,10,Overnight,"Impulse Item,Accessory,Accessory",85.51,Jul
1148,77,Female,Yes,Tablet,SKU1002,3,Completed,Cash,2470.3,247.03,10,Standard,,0,Mar
1148,77,Female,No,Laptop,SKU1005,3,Cancelled,Credit Card,927.92,463.96,2,Standard,,0,Mar
1148,77,Female,No,Smartphone,SKU1004,2,Completed,Paypal,3955.95,791.19,5,Standard,"Impulse Item,Impulse Item,Extended Warranty",102.68,Aug
1149,60,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,3379.32,844.83,4,Overnight,"Extended Warranty,Accessory,Impulse Item",46.83,Oct
1149,60,Male,No,Smartphone,SKU1001,5,Cancelled,Paypal,103.75,20.75,5,Express,Impulse Item,35.49,Jul
1149,60,Male,Yes,Smartphone,SKU1001,5,Completed,Credit Card,83,20.75,4,Express,"Accessory,Extended Warranty,Accessory",90.09,Aug
1150,21,Male,No,Smartphone,SKU1004,2,Completed,Debit Card,5538.33,791.19,7,Express,Accessory,35.65,Mar
1151,19,Female,No,Tablet,SKU1002,3,Completed,Paypal,1235.15,247.03,5,Express,"Impulse Item,Impulse Item",76.73,Apr
1151,19,Female,No,Smartphone,SKU1001,5,Cancelled,Cash,166,20.75,8,Express,,0,Jul
1152,45,Female,No,Smartphone,SKU1001,5,Completed,Cash,124.5,20.75,6,Express,"Impulse Item,Impulse Item,Accessory",66.83,Feb
1154,70,Female,No,Laptop,SKU1005,3,Completed,Credit Card,463.96,463.96,1,Overnight,,0,Sep
1155,29,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,5913.81,844.83,7,Express,"Impulse Item,Accessory,Extended Warranty",72.69,`
1155,29,Male,No,Smartphone,SKU1004,2,Completed,Cash,3955.95,791.19,5,Express,Extended Warranty,14.41,May
1160,22,Female,Yes,Smartphone,SKU1001,5,Cancelled,Debit Card,83,20.75,4,Express,"Impulse Item,Extended Warranty",57.28,Sep
1162,20,Male,No,Smartwatch,SKU1003,3,Cancelled,Paypal,3379.32,844.83,4,Overnight,"Impulse Item,Impulse Item",57.06,Aug
1167,66,Female,Yes,Smartphone,SKU1001,5,Completed,Paypal,124.5,20.75,6,Express,"Impulse Item,Accessory",61.43,Dec
1168,54,Female,No,Laptop,SKU1005,3,Cancelled,Paypal,1391.88,463.96,3,Overnight,,0,Oct
1169,57,Female,No,Smartphone,SKU1004,2,Cancelled,Credit Card,5538.33,791.19,7,Overnight,,0,Oct
1169,57,Female,Yes,Laptop,SKU1005,3,Cancelled,Credit Card,2783.76,463.96,6,Overnight,"Impulse Item,Accessory",54.39,May
1170,54,Male,No,Smartphone,SKU1004,2,Completed,Credit Card,5538.33,791.19,7,Overnight,"Extended Warranty,Extended Warranty",76.57,Apr
1171,50,Male,Yes,Laptop,SKU1005,3,Completed,Debit Card,3247.72,463.96,7,Standard,"Accessory,Accessory,Impulse Item",97.1,Oct
1171,50,Male,No,Laptop,SKU1005,3,Completed,Credit Card,4175.64,463.96,9,Overnight,"Accessory,Extended Warranty",52.57,Dec
1171,50,Male,No,Tablet,SKU1002,3,Completed,Cash,988.12,247.03,4,Standard,"Extended Warranty,Extended Warranty",89.46,Aug
1171,50,Male,No,Tablet,SKU1002,3,Completed,Paypal,741.09,247.03,3,Overnight,,0,Sep
1174,29,Male,Yes,Smartphone,SKU1001,5,Cancelled,Cash,62.25,20.75,3,Overnight,Extended Warranty,11.75,Feb
1174,29,Male,No,Tablet,SKU1002,3,Cancelled,Credit Card,988.12,247.03,4,Standard,"Extended Warranty,Accessory,Impulse Item",95.57,Aug
1175,62,Male,No,Smartwatch,SKU1003,3,Cancelled,Paypal,844.83,844.83,1,Standard,,0,Nov
1175,62,Male,No,Laptop,SKU1005,3,Completed,Credit Card,3247.72,463.96,7,Express,"Extended Warranty,Accessory,Extended Warranty",108.15,Sep
1177,49,Female,No,Laptop,SKU1005,3,Completed,Paypal,2783.76,463.96,6,Overnight,"Impulse Item,Impulse Item,Impulse Item",69,May
1178,19,Female,No,Tablet,SKU1002,3,Cancelled,Credit Card,247.03,247.03,1,Overnight,"Impulse Item,Impulse Item",45.32,Apr
1180,41,Female,No,Smartwatch,SKU1003,3,Completed,Paypal,7603.47,844.83,9,Express,,0,Mar
1181,50,Male,No,Smartphone,SKU1004,2,Completed,Paypal,3955.95,791.19,5,Standard,Impulse Item,35.87,Aug
1182,78,Male,Yes,Smartphone,SKU1004,2,Completed,Debit Card,3955.95,791.19,5,Standard,Accessory,37.96,Nov
1182,78,Male,No,Smartphone,SKU1004,2,Completed,Debit Card,7911.9,791.19,10,Overnight,Accessory,16.81,Nov
1183,80,Male,No,Laptop,SKU1005,3,Cancelled,Credit Card,463.96,463.96,1,Standard,"Impulse Item,Extended Warranty,Extended Warranty",133.13,Sep
1183,80,Male,Yes,Tablet,SKU1002,3,Cancelled,Paypal,247.03,247.03,1,Standard,,0,Sep
1184,71,Female,Yes,Laptop,SKU1005,3,Completed,Debit Card,1391.88,463.96,3,Express,"Accessory,Extended Warranty,Accessory",90.9,Aug
1185,49,Male,No,Smartwatch,SKU1003,3,Cancelled,Cash,2534.49,844.83,3,Express,,0,Feb
1186,18,Male,No,Tablet,SKU1002,3,Cancelled,Credit Card,247.03,247.03,1,Express,"Accessory,Accessory,Accessory",125.76,Dec
1187,55,Female,No,Smartwatch,SKU1003,3,Completed,Debit Card,2534.49,844.83,3,Express,,0,Feb
1188,52,Male,No,Smartphone,SKU1004,2,Completed,Credit Card,2373.57,791.19,3,Standard,"Impulse Item,Extended Warranty,Accessory",75.39,Jan
1188,52,Male,Yes,Tablet,SKU1002,3,Cancelled,Credit Card,1976.24,247.03,8,Standard,"Extended Warranty,Impulse Item",86.82,Aug
1189,31,Male,No,Tablet,SKU1002,3,Completed,Credit Card,494.06,247.03,2,Express,,0,Nov
1190,63,Female,No,Tablet,SKU1002,3,Completed,Cash,1729.21,247.03,7,Overnight,"Extended Warranty,Accessory",46.11,Dec
1190,63,Female,Yes,Smartwatch,SKU1003,3,Completed,Cash,6758.64,844.83,8,Express,,0,Dec
1190,63,Female,No,Tablet,SKU1002,3,Completed,Cash,494.06,247.03,2,Standard,"Accessory,Impulse Item",38.32,Aug
1192,60,Male,No,Smartphone,SKU1001,5,Completed,Paypal,41.5,20.75,2,Overnight,"Impulse Item,Extended Warranty,Impulse Item",131.53,Nov
1192,60,Male,No,Smartwatch,SKU1003,3,Cancelled,Cash,5913.81,844.83,7,Standard,Accessory,11.99,Feb
1192,60,Male,No,Smartphone,SKU1001,5,Cancelled,Paypal,207.5,20.75,10,Overnight,"Accessory,Accessory,Extended Warranty",51.93,Sep
1193,19,Female,Yes,Tablet,SKU1002,3,Completed,Credit Card,494.06,247.03,2,Express,"Extended Warranty,Accessory",44.39,Jun
1193,19,Female,No,Tablet,SKU1002,3,Completed,Paypal,1976.24,247.03,8,Overnight,"Accessory,Impulse Item,Accessory",88.37,Aug
